name,area_name,city_name,state_name,country_name,length,elevation_gain,difficulty_rating,route_type,avg_rating,num_reviews,features,activities,river,beach,strollers,forest,city-walk,partially-paved,kids,rails-trails,dogs,waterfall,dogs-leash,ada,paved,hot-springs,views,dogs-no,cave,historic-site,wildlife,wild-flowers,lake,mountain-biking,surfing,off-road-driving,camping,walking,fishing,whitewater-kayaking,road-biking,horseback-riding,rails-trails,skiing,backpacking,scenic-driving,paddle-sports,sea-kayaking,canoeing,trail-running,bike-touring,birding,rock-climbing,cross-country-skiing,snowshoeing,ice-climbing,snowboarding,hiking,fly-fishing,nature-trips,update_name,update_state,trail_url,Lat,Lng
Buck Hollow Trail and Buck Ridge Trail Loop,Shenandoah National Park,Sperryville,Virginia,United States,9012.304,531.876,3,out and back,4.0,16,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Buck-Hollow-Trail-and-Buck-Ridge-Trail-Loop,Virginia,https://www.alltrails.com/trail/us/Virginia/Buck-Hollow-Trail-and-Buck-Ridge-Trail-Loop,38.63831,-78.31365
Piney Ridge Trail and Appalachian Trail Loop,Shenandoah National Park,Sperryville,Virginia,United States,17702.74,734.8728,3,loop,4.0,11,"['dogs-leash', 'forest', 'river', 'views']","['backpacking', 'birding', 'hiking', 'nature-trips', 'walking']",1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Piney-Ridge-Trail-and-Appalachian-Trail-Loop,Virginia,https://www.alltrails.com/trail/us/Virginia/Piney-Ridge-Trail-and-Appalachian-Trail-Loop,38.74084,-78.31182
Big Flat Mountain Loop via Appalachian Trail,Shenandoah National Park,Grottoes,Virginia,United States,8368.568,286.8168,1,loop,3.5,8,"['dogs-leash', 'forest', 'kids', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Big-Flat-Mountain-Loop-via-Appalachian-Trail,Virginia,https://www.alltrails.com/trail/us/Virginia/Big-Flat-Mountain-Loop-via-Appalachian-Trail,38.26272,-78.65992
Neighbor Mountain via Neighbor Mountain Trail,Shenandoah National Park,Luray,Virginia,United States,7563.898,279.8064,3,out and back,4.0,15,"['dogs-leash', 'forest', 'kids', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Neighbor-Mountain-via-Neighbor-Mountain-Trail,Virginia,https://www.alltrails.com/trail/us/Virginia/Neighbor-Mountain-via-Neighbor-Mountain-Trail,38.70771,-78.33085
Appalachian Trail: Shendandoah Loft Mountain to Rockfish Gap,Shenandoah National Park,Grottoes,Virginia,United States,35888.282,1399.9464,3,point to point,4.5,5,"['dogs-leash', 'forest', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Appalachian-Trail:-Shendandoah-Loft-Mountain-to-Rockfish-Gap,Virginia,https://www.alltrails.com/trail/us/Virginia/Appalachian-Trail:-Shendandoah-Loft-Mountain-to-Rockfish-Gap,38.23997,-78.71084
"Cat Knob, Bear Church Rocks, Staunton River Trail, Fork Mountain",Shenandoah National Park,Elkton,Virginia,United States,18185.542,866.8512,3,loop,4.5,7,"['forest', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"Cat-Knob,-Bear-Church-Rocks,-Staunton-River-Trail,-Fork-Mountain",Virginia,"https://www.alltrails.com/trail/us/Virginia/Cat-Knob,-Bear-Church-Rocks,-Staunton-River-Trail,-Fork-Mountain",38.46846,-78.45737
Powell Mountain Trail,Shenandoah National Park,Elkton,Virginia,United States,4667.086,387.7056,3,out and back,4.0,8,"['dogs-leash', 'forest']",['hiking'],0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Powell-Mountain-Trail,Virginia,https://www.alltrails.com/trail/us/Virginia/Powell-Mountain-Trail,38.46693,-78.49989
Browntown Trail,Shenandoah National Park,Washington,Virginia,United States,9816.974,481.8888,3,out and back,4.5,3,"['dogs-leash', 'forest', 'views']",['hiking'],0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Browntown-Trail,Virginia,https://www.alltrails.com/trail/us/Virginia/Browntown-Trail,38.76778,-78.23354
Byrds Nest Summit and Byrds Nest Shelter No. 4 via Appalachian Trail,Shenandoah National Park,Sperryville,Virginia,United States,4023.35,145.9992,3,out and back,3.5,10,"['dogs-leash', 'forest', 'views']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Byrds-Nest-Summit-and-Byrds-Nest-Shelter-No.-4-via-Appalachian-Trail,Virginia,https://www.alltrails.com/trail/us/Virginia/Byrds-Nest-Summit-and-Byrds-Nest-Shelter-No.-4-via-Appalachian-Trail,38.69447,-78.31974
Shenandoah Bluff Trail,Shenandoah National Park,Washington,Virginia,United States,13035.654,341.9856,1,out and back,4.5,3,"['dogs-leash', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Shenandoah-Bluff-Trail,Virginia,https://www.alltrails.com/trail/us/Virginia/Shenandoah-Bluff-Trail,38.76795,-78.23356
"Hawksbill Mountain, Franklin Cliffs, Big Meadows Horse Trail",Shenandoah National Park,Syria,Virginia,United States,14484.06,572.7192,3,loop,4.5,10,"['forest', 'views', 'wild-flowers']",['hiking'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Hawksbill-Mountain,-Franklin-Cliffs,-Big-Meadows-Horse-Trail",Virginia,"https://www.alltrails.com/trail/us/Virginia/Hawksbill-Mountain,-Franklin-Cliffs,-Big-Meadows-Horse-Trail",38.55589,-78.38663
"Austin, Furnace and Trayfoot Mountain Loop",Shenandoah National Park,Crozet,Virginia,United States,32830.536,1505.712,5,loop,4.5,3,"['dogs-leash', 'forest', 'river', 'wildlife']","['backpacking', 'camping', 'hiking', 'trail-running']",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Austin,-Furnace-and-Trayfoot-Mountain-Loop",Virginia,"https://www.alltrails.com/trail/us/Virginia/Austin,-Furnace-and-Trayfoot-Mountain-Loop",38.22992,-78.72602
Traces Trail,Shenandoah National Park,Rileyville,Virginia,United States,2574.944,70.7136,1,loop,4.0,13,"['dogs-leash', 'forest', 'kids', 'views']","['camping', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Traces-Trail,Virginia,https://www.alltrails.com/trail/us/Virginia/Traces-Trail,38.75986,-78.29706
Beagle Gap and Little Calf Mountain Loop via Jarman Gap,Shenandoah National Park,Greenwood,Virginia,United States,12874.72,595.884,3,out and back,4.0,7,"['dogs-leash', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Beagle-Gap-and-Little-Calf-Mountain-Loop-via-Jarman-Gap,Virginia,https://www.alltrails.com/trail/us/Virginia/Beagle-Gap-and-Little-Calf-Mountain-Loop-via-Jarman-Gap,38.09785,-78.78103
Snead Farm via Dickey Ridge Trail Loop,Shenandoah National Park,Front Royal,Virginia,United States,18829.278,627.888,3,loop,4.0,7,['dogs-leash'],"['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Snead-Farm-via-Dickey-Ridge-Trail-Loop,Virginia,https://www.alltrails.com/trail/us/Virginia/Snead-Farm-via-Dickey-Ridge-Trail-Loop,38.90611,-78.19671
Hazeltop Summit via Appalachian Trail,Shenandoah National Park,Elkton,Virginia,United States,3057.746,171.9072,3,out and back,5.0,6,"['forest', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Hazeltop-Summit-via-Appalachian-Trail,Virginia,https://www.alltrails.com/trail/us/Virginia/Hazeltop-Summit-via-Appalachian-Trail,38.46847,-78.45742
Pine Hill Gap Trail,Shenandoah National Park,Sperryville,Virginia,United States,10782.578,560.832,3,loop,3.5,6,['dogs-leash'],"['hiking', 'trail-running']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Pine-Hill-Gap-Trail,Virginia,https://www.alltrails.com/trail/us/Virginia/Pine-Hill-Gap-Trail,38.59182,-78.27437
Rose River Fire Road,Shenandoah National Park,Syria,Virginia,United States,19151.146,696.7728,5,out and back,4.0,5,"['dogs-leash', 'forest', 'river', 'views', 'waterfall']","['backpacking', 'hiking', 'nature-trips', 'horseback-riding']",1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Rose-River-Fire-Road,Virginia,https://www.alltrails.com/trail/us/Virginia/Rose-River-Fire-Road,38.51433,-78.36585
Appalachian Trail: Lewis Mountain to Big Meadows,Shenandoah National Park,Elkton,Virginia,United States,13840.324,450.7992,3,point to point,4.0,10,"['forest', 'views']","['hiking', 'nature-trips']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Appalachian-Trail:-Lewis-Mountain-to-Big-Meadows,Virginia,https://www.alltrails.com/trail/us/Virginia/Appalachian-Trail:-Lewis-Mountain-to-Big-Meadows,38.43705,-78.47817
Rose River and Rapidan Road Loop,Shenandoah National Park,Syria,Virginia,United States,18829.278,658.9776,5,loop,4.5,4,"['forest', 'river', 'views']","['backpacking', 'hiking', 'nature-trips']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Rose-River-and-Rapidan-Road-Loop,Virginia,https://www.alltrails.com/trail/us/Virginia/Rose-River-and-Rapidan-Road-Loop,38.51451,-78.36601
Big Meadows to Lewis Mountain Cabins via Appalachian Trail,Shenandoah National Park,Stanardsville,Virginia,United States,12070.05,328.8792,5,point to point,5.0,5,"['forest', 'views']","['backpacking', 'camping', 'hiking', 'nature-trips']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Big-Meadows-to-Lewis-Mountain-Cabins-via-Appalachian-Trail,Virginia,https://www.alltrails.com/trail/us/Virginia/Big-Meadows-to-Lewis-Mountain-Cabins-via-Appalachian-Trail,38.52914,-78.44112
Thornton River Loop,Shenandoah National Park,Rileyville,Virginia,United States,12391.918,542.8488,3,loop,4.0,6,"['dogs-leash', 'forest', 'river', 'wildlife']",['hiking'],1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Thornton-River-Loop,Virginia,https://www.alltrails.com/trail/us/Virginia/Thornton-River-Loop,38.72328,-78.3208
Blackrock and Trayfoot Mountains,Shenandoah National Park,Grottoes,Virginia,United States,4828.02,233.7816,3,out and back,4.0,8,"['forest', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Blackrock-and-Trayfoot-Mountains,Virginia,https://www.alltrails.com/trail/us/Virginia/Blackrock-and-Trayfoot-Mountains,38.22281,-78.73332
"Cedar Run, White Oak, Old Rag, Weakley Hollow and Nicholson Hollow Trail",Shenandoah National Park,Syria,Virginia,United States,29289.988,1453.896,5,loop,4.5,2,"['dogs', 'forest', 'river', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'hiking', 'trail-running']",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Cedar-Run,-White-Oak,-Old-Rag,-Weakley-Hollow-and-Nicholson-Hollow-Trail",Virginia,"https://www.alltrails.com/trail/us/Virginia/Cedar-Run,-White-Oak,-Old-Rag,-Weakley-Hollow-and-Nicholson-Hollow-Trail",38.53951,-78.34928
Madison Run Road,Shenandoah National Park,Grottoes,Virginia,United States,16254.334,408.7368,3,out and back,4.0,9,"['forest', 'views', 'wildlife']","['hiking', 'walking', 'horseback-riding']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Madison-Run-Road,Virginia,https://www.alltrails.com/trail/us/Virginia/Madison-Run-Road,38.25758,-78.77189
Lewis Mountain via Rockytop Trail,Shenandoah National Park,Grottoes,Virginia,United States,12552.852,576.9864,3,out and back,3.5,3,"['dogs-leash', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Lewis-Mountain-via-Rockytop-Trail,Virginia,https://www.alltrails.com/trail/us/Virginia/Lewis-Mountain-via-Rockytop-Trail,38.24084,-78.71121
Grave Mills Trail,Shenandoah National Park,Syria,Virginia,United States,6920.162,127.7112,3,out and back,4.0,10,"['forest', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'fishing', 'hiking', 'nature-trips']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Grave-Mills-Trail,Virginia,https://www.alltrails.com/trail/us/Virginia/Grave-Mills-Trail,38.43698,-78.36642
Appalachian Trail: Beahms Gap to Elkwallow Wayside,Shenandoah National Park,Luray,Virginia,United States,16254.334,602.8944,3,out and back,4.0,7,"['dogs-leash', 'forest', 'views', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'scenic-driving', 'trail-running', 'walking']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Appalachian-Trail:-Beahms-Gap-to-Elkwallow-Wayside,Virginia,https://www.alltrails.com/trail/us/Virginia/Appalachian-Trail:-Beahms-Gap-to-Elkwallow-Wayside,38.69536,-78.32001
Loft Mountain Campground via Jones Run Trail,Shenandoah National Park,Crozet,Virginia,United States,17541.806,927.8112,3,out and back,4.5,4,"['dogs-leash', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'hiking']",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Loft-Mountain-Campground-via-Jones-Run-Trail,Virginia,https://www.alltrails.com/trail/us/Virginia/Loft-Mountain-Campground-via-Jones-Run-Trail,38.22992,-78.72602
Appalachian Trail and Pass Mountain Trail Loop,Shenandoah National Park,Sperryville,Virginia,United States,17863.674,932.9928,5,loop,3.5,4,"['forest', 'views', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Appalachian-Trail-and-Pass-Mountain-Trail-Loop,Virginia,https://www.alltrails.com/trail/us/Virginia/Appalachian-Trail-and-Pass-Mountain-Trail-Loop,38.65883,-78.32173
Hannah Run to Catlett Mountain Trail,Shenandoah National Park,Sperryville,Virginia,United States,7242.03,352.9584,3,out and back,4.5,7,"['forest', 'river', 'wildlife']","['hiking', 'nature-trips', 'trail-running', 'walking']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Hannah-Run-to-Catlett-Mountain-Trail,Virginia,https://www.alltrails.com/trail/us/Virginia/Hannah-Run-to-Catlett-Mountain-Trail,38.62246,-78.32295
Broad Hollow Trail Loop,Shenandoah National Park,Sperryville,Virginia,United States,13196.588,657.7584,3,loop,3.5,3,"['dogs-leash', 'forest']",['hiking'],0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Broad-Hollow-Trail-Loop,Virginia,https://www.alltrails.com/trail/us/Virginia/Broad-Hollow-Trail-Loop,38.59393,-78.27201
Robertson Mountain via Weakley Hollow and Old Rag Fire Roads,Shenandoah National Park,Etlan,Virginia,United States,15610.598,755.904,5,loop,4.5,4,"['forest', 'wild-flowers']",['hiking'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Robertson-Mountain-via-Weakley-Hollow-and-Old-Rag-Fire-Roads,Virginia,https://www.alltrails.com/trail/us/Virginia/Robertson-Mountain-via-Weakley-Hollow-and-Old-Rag-Fire-Roads,38.57098,-78.28712
Thorton Hollow via Appalachian Trail,Shenandoah National Park,Sperryville,Virginia,United States,18346.476,711.708,3,out and back,3.5,3,"['dogs-leash', 'forest', 'river', 'views', 'wild-flowers']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Thorton-Hollow-via-Appalachian-Trail,Virginia,https://www.alltrails.com/trail/us/Virginia/Thorton-Hollow-via-Appalachian-Trail,38.73862,-78.3099
Appalachian Trail: Elkwallow Wayside to Hogback Overlook,Shenandoah National Park,Luray,Virginia,United States,9334.172,375.8184,3,out and back,4.5,5,"['dogs-leash', 'wildlife']","['birding', 'hiking', 'trail-running', 'walking']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Appalachian-Trail:-Elkwallow-Wayside-to-Hogback-Overlook,Virginia,https://www.alltrails.com/trail/us/Virginia/Appalachian-Trail:-Elkwallow-Wayside-to-Hogback-Overlook,38.74113,-78.31201
Fox Hollow to Dickey Ridge Loop,Shenandoah National Park,Front Royal,Virginia,United States,7885.766,247.8024,1,loop,4.5,4,"['dogs-no', 'forest', 'historic-site', 'kids', 'river', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'trail-running', 'walking']",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Fox-Hollow-to-Dickey-Ridge-Loop,Virginia,https://www.alltrails.com/trail/us/Virginia/Fox-Hollow-to-Dickey-Ridge-Loop,38.8715,-78.20531
Nicholson Hollow and Hannah Run Trail,Shenandoah National Park,Etlan,Virginia,United States,12713.786,400.812,3,out and back,4.5,6,"['forest', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Nicholson-Hollow-and-Hannah-Run-Trail,Virginia,https://www.alltrails.com/trail/us/Virginia/Nicholson-Hollow-and-Hannah-Run-Trail,38.57092,-78.28716
Hull School Trail,Shenandoah National Park,Sperryville,Virginia,United States,6437.36,366.9792,3,out and back,3.0,5,"['dogs-leash', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Hull-School-Trail,Virginia,https://www.alltrails.com/trail/us/Virginia/Hull-School-Trail,38.6992,-78.32048
Milam Gap and Lewis Falls Loop,Shenandoah National Park,Syria,Virginia,United States,9977.908,331.9272,3,loop,4.0,10,"['forest', 'views', 'waterfall']","['hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Milam-Gap-and-Lewis-Falls-Loop,Virginia,https://www.alltrails.com/trail/us/Virginia/Milam-Gap-and-Lewis-Falls-Loop,38.5002,-78.44566
"Sams Ridge, Hazel Mountain and Hannah Run Loop",Shenandoah National Park,Sperryville,Virginia,United States,22530.76,1114.9584,5,loop,5.0,3,"['forest', 'views']","['birding', 'hiking', 'nature-trips']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"Sams-Ridge,-Hazel-Mountain-and-Hannah-Run-Loop",Virginia,"https://www.alltrails.com/trail/us/Virginia/Sams-Ridge,-Hazel-Mountain-and-Hannah-Run-Loop",38.61369,-78.25655
Appalachian Trail: Skyline Drive to Lewis Mountain,Shenandoah National Park,Elkton,Virginia,United States,13679.39,666.9024,3,loop,4.5,4,"['forest', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Appalachian-Trail:-Skyline-Drive-to-Lewis-Mountain,Virginia,https://www.alltrails.com/trail/us/Virginia/Appalachian-Trail:-Skyline-Drive-to-Lewis-Mountain,38.35792,-78.54655
Furnace Mountain Jones and Doyles Rivers Loop,Shenandoah National Park,Grottoes,Virginia,United States,29289.988,1317.9552,5,loop,4.0,1,"['dogs-no', 'forest', 'river', 'views', 'waterfall']","['backpacking', 'hiking', 'nature-trips', 'trail-running']",1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Furnace-Mountain-Jones-and-Doyles-Rivers-Loop,Virginia,https://www.alltrails.com/trail/us/Virginia/Furnace-Mountain-Jones-and-Doyles-Rivers-Loop,38.25761,-78.7719
Weakley Hollow Road to Corbin Hollow to Nicholson Hollow Loop,Shenandoah National Park,Etlan,Virginia,United States,18024.608,740.9688,3,loop,4.0,4,"['forest', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Weakley-Hollow-Road-to-Corbin-Hollow-to-Nicholson-Hollow-Loop,Virginia,https://www.alltrails.com/trail/us/Virginia/Weakley-Hollow-Road-to-Corbin-Hollow-to-Nicholson-Hollow-Loop,38.57072,-78.28694
Appalachian Trail: Swift Run Gap to Rockfish Gap,Shenandoah National Park,Stanardsville,Virginia,United States,69845.356,2852.928,3,point to point,5.0,1,"['dogs-leash', 'forest', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'camping']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Appalachian-Trail:-Swift-Run-Gap-to-Rockfish-Gap,Virginia,https://www.alltrails.com/trail/us/Virginia/Appalachian-Trail:-Swift-Run-Gap-to-Rockfish-Gap,38.3564,-78.54514
Corbin Cabin via Nicholson Hollow and Appalachian Trail Loop,Shenandoah National Park,Syria,Virginia,United States,6759.228,375.8184,3,loop,4.0,4,"['dogs-leash', 'historic-site', 'river']","['hiking', 'nature-trips', 'trail-running', 'walking']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Corbin-Cabin-via-Nicholson-Hollow-and-Appalachian-Trail-Loop,Virginia,https://www.alltrails.com/trail/us/Virginia/Corbin-Cabin-via-Nicholson-Hollow-and-Appalachian-Trail-Loop,38.61574,-78.35051
