,Trail Name,compound,RF_Sentiment,name,area_name,city_name,state_name,country_name,length,elevation_gain,difficulty_rating,route_type,avg_rating,num_reviews,features,activities,river,beach,strollers,forest,city-walk,partially-paved,kids,rails-trails,dogs,waterfall,dogs-leash,ada,paved,hot-springs,views,dogs-no,cave,historic-site,wildlife,wild-flowers,lake,mountain-biking,surfing,off-road-driving,camping,walking,fishing,whitewater-kayaking,road-biking,horseback-riding,rails-trails.1,skiing,backpacking,scenic-driving,paddle-sports,sea-kayaking,canoeing,trail-running,bike-touring,birding,rock-climbing,cross-country-skiing,snowshoeing,ice-climbing,snowboarding,hiking,fly-fishing,nature-trips,update_name,update_state,trail_url,Lat,Lng
711,Sugarlands Valley Nature Trail,0.82572,1,Sugarlands Valley Nature Trail,Great Smoky Mountains National Park,Gatlinburg,Tennessee,United States,804.67,5.7912,1,loop,4,97,"['ada', 'dogs-no', 'forest', 'kids', 'partially-paved', 'river', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Sugarlands-Valley-Nature-Trail,Tennessee,https://www.alltrails.com/trail/us/Tennessee/Sugarlands-Valley-Nature-Trail,35.67956,-83.53127
712,Sugarloaf Mountain,0.79685,1,Sugarloaf Mountain Via Sunset Trail,Hot Springs National Park,Hot Springs National Park,Arkansas,United States,11426.314,592.836,3,out and back,4,22,"['dogs-leash', 'forest', 'views', 'wild-flowers', 'wildlife']","['hiking', 'walking']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sugarloaf-Mountain-Via-Sunset-Trail,Arkansas,https://www.alltrails.com/trail/us/Arkansas/Sugarloaf-Mountain-Via-Sunset-Trail,34.50846,-93.06853
713,Sullivan Bay Trail,0.9147,1,Sullivan Bay Trail,Voyageurs National Park,Kabetogama,Minnesota,United States,2092.142,27.7368,1,out and back,4,7,"['forest', 'lake', 'river', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'walking']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,Sullivan-Bay-Trail,Minnesota,https://www.alltrails.com/trail/us/Minnesota/Sullivan-Bay-Trail,48.42524,-92.84532
714,Sulphur Creek,0.920875,1,Sulphur Creek Route,Capitol Reef National Park,Torrey,Utah,United States,18507.41,427.9392,1,out and back,4.5,66,"['dogs-no', 'kids', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'nature-trips', 'walking']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Sulphur-Creek-Route,Utah,https://www.alltrails.com/trail/us/Utah/Sulphur-Creek-Route,38.31716,-111.30914
715,Sulphur Works,0.57362,0,Sulphur Works,Lassen Volcanic National Park,Old Station,California,United States,965.604,76.8096,1,out and back,3.5,42,"['ada', 'dogs-no', 'forest', 'kids', 'strollers', 'views']","['nature-trips', 'walking']",0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sulphur-Works,California,https://www.alltrails.com/trail/us/California/Sulphur-Works,40.44862,-121.5357
716,Summit Trail,0.48832,0,Summit Lake Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,55039.428,768.7056,5,out and back,4,2,"['dogs-no', 'lake', 'hot-springs', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'fishing', 'hiking', 'nature-trips', 'paddle-sports', 'trail-running', 'canoeing']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,Summit-Lake-Trail,Wyoming,https://www.alltrails.com/trail/us/Wyoming/Summit-Lake-Trail,44.4849,-110.85205
717,Sun Notch Trail,0.67009,0,Sun Notch Trail,Crater Lake National Park,Crater Lake,Oregon,United States,1287.472,38.7096,1,loop,4.5,98,"['dogs-no', 'forest', 'lake', 'kids', 'views', 'wild-flowers']","['birding', 'hiking', 'snowshoeing', 'trail-running', 'walking']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,Sun-Notch-Trail,Oregon,https://www.alltrails.com/trail/us/Oregon/Sun-Notch-Trail,42.9,-122.09549
718,Sun Point Nature Trail,0.8704875,1,Sun Point Nature Trail,Glacier National Park,East Glacier Park Village,Montana,United States,2735.878,64.9224,1,out and back,4,38,"['dogs-no', 'forest', 'lake', 'kids', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Sun-Point-Nature-Trail,Montana,https://www.alltrails.com/trail/us/Montana/Sun-Point-Nature-Trail,48.67869,-113.59547
719,Sunrift Gorge Trail,0.7248,0,Sunrift Gorge Trail,Glacier National Park,East Glacier Park Village,Montana,United States,2092.142,109.728,1,out and back,4,9,"['dogs-no', 'kids', 'waterfall']","['hiking', 'walking']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sunrift-Gorge-Trail,Montana,https://www.alltrails.com/trail/us/Montana/Sunrift-Gorge-Trail,48.67865,-113.59524
720,Sunrise Point,0.46894,0,Sunset Point to Sunrise Point,Bryce Canyon National Park,Bryce,Utah,United States,1770.274,24.9936,1,out and back,4.5,288,"['dogs-leash', 'kids', 'paved', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Sunset-Point-to-Sunrise-Point,Utah,https://www.alltrails.com/trail/us/Utah/Sunset-Point-to-Sunrise-Point,37.62341,-112.16738
721,Sunset Rock,0.516,0,Sunset Rock,Sequoia National Park,Three Rivers,California,United States,3218.68,55.7784,1,out and back,4.5,40,"['dogs-no', 'forest', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Sunset-Rock,California,https://www.alltrails.com/trail/us/California/Sunset-Rock,36.56491,-118.77284
722,Swamp Canyon,0.59034,0,Sheep Creek and Swamp Canyon Loop,Bryce Canyon National Park,Bryce,Utah,United States,6598.294,243.84,3,loop,4,34,"['dogs-no', 'forest', 'kids', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Sheep-Creek-and-Swamp-Canyon-Loop,Utah,https://www.alltrails.com/trail/us/Utah/Sheep-Creek-and-Swamp-Canyon-Loop,37.58755,-112.21316
723,Sweet Creek Falls,0.8824,1,West Creek Falls,Rocky Mountain National Park,Estes Park,Colorado,United States,6920.162,424.8912,3,out and back,4.5,135,"['dogs-no', 'forest', 'river', 'waterfall', 'wild-flowers', 'wildlife']","['hiking', 'snowshoeing', 'walking']",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,West-Creek-Falls,Colorado,https://www.alltrails.com/trail/us/Colorado/West-Creek-Falls,40.43091,-105.50057
724,Syncline Loop,0.86976,1,Syncline Loop,Canyonlands National Park,Moab,Utah,United States,13840.324,496.824,7,loop,4.5,132,"['dogs-no', 'views', 'wildlife']","['camping', 'hiking', 'trail-running']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Syncline-Loop,Utah,https://www.alltrails.com/trail/us/Utah/Syncline-Loop,38.42641,-109.92618
725,Taft Point,0.73684,0,Taft Point and The Fissures,Yosemite National Park,Yosemite Valley,California,United States,3701.482,113.9952,1,out and back,4.5,297,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Taft-Point-and-The-Fissures,California,https://www.alltrails.com/trail/us/California/Taft-Point-and-The-Fissures,37.71241,-119.58631
726,Taggart Lake,0.76866,1,Taggart Lake Loop,Grand Teton National Park,Moose,Wyoming,United States,6598.294,130.7592,1,loop,4.5,575,"['dogs-no', 'forest', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'trail-running', 'horseback-riding']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Taggart-Lake-Loop,Wyoming,https://www.alltrails.com/trail/us/Wyoming/Taggart-Lake-Loop,43.69309,-110.73286
727,Tahoe East Shore Trail,0.73143,0,East Shore Trail,Rocky Mountain National Park,Grand Lake,Colorado,United States,33635.206,835.7616,3,out and back,3.5,21,"['dogs-no', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['camping', 'hiking', 'trail-running', 'walking']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,East-Shore-Trail,Colorado,https://www.alltrails.com/trail/us/Colorado/East-Shore-Trail,40.13008,-105.76621
728,Tall Trees Grove,0.89864,1,Tall Trees Grove Loop Trail,Redwood National Park,Trinidad,California,United States,5310.822,227.9904,3,loop,4.5,247,"['dogs-no', 'forest', 'kids', 'river', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Tall-Trees-Grove-Loop-Trail,California,https://www.alltrails.com/trail/us/California/Tall-Trees-Grove-Loop-Trail,41.20785,-123.99318
729,Tanner Trail,0.688677778,0,Tanner Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,21404.222,1611.7824,7,out and back,5,30,"['beach', 'dogs-no', 'river', 'views', 'wildlife']","['backpacking', 'camping', 'hiking', 'nature-trips', 'trail-running']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Tanner-Trail,Arizona,https://www.alltrails.com/trail/us/Arizona/Tanner-Trail,36.03276,-111.85322
730,Tanque Verde Falls,0.81188,1,Tanque Verde Falls Beach,Saguaro National Park,Vail,Arizona,United States,1287.472,29.8704,1,out and back,4,14,"['beach', 'dogs-leash', 'river', 'views', 'wildlife']","['hiking', 'nature-trips', 'trail-running', 'walking']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Tanque-Verde-Falls-Beach,Arizona,https://www.alltrails.com/trail/us/Arizona/Tanque-Verde-Falls-Beach,32.25798,-110.65552
731,Tapestry Arch,0.410433333,0,Tapestry Arch,Arches National Park,Moab,Utah,United States,965.604,12.8016,1,out and back,4.5,34,"['dogs-no', 'kids']","['hiking', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Tapestry-Arch,Utah,https://www.alltrails.com/trail/us/Utah/Tapestry-Arch,38.77438,-109.5867
732,Taylor Creek,0.82521,1,Middle Fork Taylor Creek Trail,Zion National Park,Cedar City,Utah,United States,7885.766,217.932,3,out and back,4.5,338,"['dogs-no', 'forest', 'historic-site', 'kids', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Middle-Fork-Taylor-Creek-Trail,Utah,https://www.alltrails.com/trail/us/Utah/Middle-Fork-Taylor-Creek-Trail,37.4618,-113.19952
733,Telescope Peak trail,0.81532,1,Telescope Peak Trail,Death Valley National Park,Death Valley,California,United States,19312.08,1012.8504,5,out and back,4.5,101,"['dogs-no', 'forest', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'rock-climbing', 'trail-running']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,Telescope-Peak-Trail,California,https://www.alltrails.com/trail/us/California/Telescope-Peak-Trail,36.22988,-117.06829
734,Tenaya Lake,0.71195,0,Clouds Rest Trail via Tenaya Lake,Yosemite National Park,Yosemite Valley,California,United States,19794.882,948.8424,5,out and back,5,685,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'horseback-riding']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Clouds-Rest-Trail-via-Tenaya-Lake,California,https://www.alltrails.com/trail/us/California/Clouds-Rest-Trail-via-Tenaya-Lake,37.82585,-119.47046
735,Teresa Lake,0.85627,1,Teresa Lake,Great Basin National Park,Baker,Nevada,United States,2414.01,92.964,3,out and back,5,11,"['dogs-no', 'forest', 'lake', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Teresa-Lake,Nevada,https://www.alltrails.com/trail/us/Nevada/Teresa-Lake,39.01039,-114.30701
736,Teton Park Road,0.58949,0,Teton Park Road,Grand Teton National Park,Moose,Wyoming,United States,24944.77,222.8088,1,point to point,5,21,"['dogs-no', 'forest', 'kids', 'partially-paved', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'road-biking', 'scenic-driving', 'trail-running', 'walking']",0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Teton-Park-Road,Wyoming,https://www.alltrails.com/trail/us/Wyoming/Teton-Park-Road,43.69806,-110.72893
737,The Bowl Trail,0.83325,1,The Bowl Trail,Acadia National Park,Bar Harbor,Maine,United States,2092.142,136.8552,3,loop,4.5,102,"['dogs-leash', 'forest', 'lake', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,The-Bowl-Trail,Maine,https://www.alltrails.com/trail/us/Maine/The-Bowl-Trail,44.33155,-68.18519
738,The Frying Pan Trail,0.825014286,1,Frying Pan Trail,Capitol Reef National Park,Torrey,Utah,United States,13679.39,797.9664,3,out and back,4.5,24,"['dogs-no', 'views', 'wild-flowers']","['hiking', 'nature-trips', 'rock-climbing', 'walking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Frying-Pan-Trail,Utah,https://www.alltrails.com/trail/us/Utah/Frying-Pan-Trail,38.28797,-111.22682
739,The Window Trail,0.91161,1,The Window Trail,Badlands National Park,Interior,South Dakota,United States,321.868,1.8288,1,out and back,4,127,"['ada', 'dogs-no', 'kids', 'paved', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,The-Window-Trail,South-Dakota,https://www.alltrails.com/trail/us/South-Dakota/The-Window-Trail,43.76022,-101.92789
740,The Window Trail,0.91161,1,The Window Trail,Big Bend National Park,Terlingua,Texas,United States,8368.568,288.9504,3,out and back,4.5,314,"['dogs-no', 'forest', 'kids', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,The-Window-Trail,Texas,https://www.alltrails.com/trail/us/Texas/The-Window-Trail,29.27021,-103.30106
741,Window Trail,0.848566667,1,The Window Trail,Badlands National Park,Interior,South Dakota,United States,321.868,1.8288,1,out and back,4,127,"['ada', 'dogs-no', 'kids', 'paved', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,The-Window-Trail,South-Dakota,https://www.alltrails.com/trail/us/South-Dakota/The-Window-Trail,43.76022,-101.92789
742,Window Trail,0.848566667,1,The Window Trail,Big Bend National Park,Terlingua,Texas,United States,8368.568,288.9504,3,out and back,4.5,314,"['dogs-no', 'forest', 'kids', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,The-Window-Trail,Texas,https://www.alltrails.com/trail/us/Texas/The-Window-Trail,29.27021,-103.30106
743,Thimble Peak Trail,0.9838,1,Thimble Peak Trail,Death Valley National Park,Beatty,Nevada,United States,5149.888,501.7008,3,out and back,5,2,"['dogs-no', 'views', 'wildlife']","['hiking', 'nature-trips']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Thimble-Peak-Trail,Nevada,https://www.alltrails.com/trail/us/Nevada/Thimble-Peak-Trail,36.82866,-117.03255
744,Thumb Butte Trail 33,0.63009,0,Trail 3,Indiana Dunes National Park,Chesterton,Indiana,United States,2253.076,32.9184,1,loop,4,5,"['dogs-leash', 'kids', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Trail-3,Indiana,https://www.alltrails.com/trail/us/Indiana/Trail-3,41.65986,-87.06605
745,Thunder Hole,0.56003,0,Thunder Hole,Acadia National Park,Bar Harbor,Maine,United States,321.868,8.8392,1,loop,4.5,122,"['beach', 'dogs-no', 'kids', 'paved', 'views']","['birding', 'nature-trips', 'walking']",0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Thunder-Hole,Maine,https://www.alltrails.com/trail/us/Maine/Thunder-Hole,44.32102,-68.18935
746,Thunder River Trail,0.94975,1,Thunder River Trail from Indian Hollow Parking Area,Grand Canyon National Park,Supai,Arizona,United States,46188.058,1982.724,5,out and back,4.5,2,"['river', 'views', 'wild-flowers']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'walking']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Thunder-River-Trail-from-Indian-Hollow-Parking-Area,Arizona,https://www.alltrails.com/trail/us/Arizona/Thunder-River-Trail-from-Indian-Hollow-Parking-Area,36.45894,-112.48824
747,Timber Creek Overlook Trail,0.77492,1,Timber Creek Overlook Trail,Zion National Park,New Harmony,Utah,United States,1770.274,77.724,3,out and back,4,180,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Timber-Creek-Overlook-Trail,Utah,https://www.alltrails.com/trail/us/Utah/Timber-Creek-Overlook-Trail,37.43548,-113.20183
748,Tioga Pass,0.76603,1,May Lake High Sierra Camp from Tioga Pass Road,Yosemite National Park,Yosemite Valley,California,United States,10299.776,327.9648,3,out and back,4.5,41,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,May-Lake-High-Sierra-Camp-from-Tioga-Pass-Road,California,https://www.alltrails.com/trail/us/California/May-Lake-High-Sierra-Camp-from-Tioga-Pass-Road,37.81165,-119.50898
749,Tioga Road,0.73649,0,Tioga Road to Yosemite Falls and Eagle Peak,Yosemite National Park,Yosemite Valley,California,United States,26715.044,552.9072,3,out and back,5,4,"['dogs-no', 'forest', 'views', 'waterfall']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Tioga-Road-to-Yosemite-Falls-and-Eagle-Peak,California,https://www.alltrails.com/trail/us/California/Tioga-Road-to-Yosemite-Falls-and-Eagle-Peak,37.85198,-119.57782
750,Tipsoo Lake Loop,0.69753,0,Tipsoo Lake Loop,Mount Rainier National Park,Ashford,Washington,United States,1287.472,11.8872,1,loop,4.5,25,"['lake', 'kids', 'wild-flowers']","['hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Tipsoo-Lake-Loop,Washington,https://www.alltrails.com/trail/us/Washington/Tipsoo-Lake-Loop,46.86977,-121.51942
751,Tokopah Falls,0.84301,1,Tokopah Falls via Tokopah Valley Trail,Sequoia National Park,Sequoia National Park,California,United States,6437.36,194.7672,3,out and back,4.5,496,"['dogs-no', 'forest', 'kids', 'partially-paved', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Tokopah-Falls-via-Tokopah-Valley-Trail,California,https://www.alltrails.com/trail/us/California/Tokopah-Falls-via-Tokopah-Valley-Trail,36.60485,-118.72401
752,Tolmie Peak Trail,0.97266,1,Tolmie Peak Trail,Mount Rainier National Park,Ashford,Washington,United States,8851.37,463.9056,3,out and back,4.5,873,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Tolmie-Peak-Trail,Washington,https://www.alltrails.com/trail/us/Washington/Tolmie-Peak-Trail,46.93736,-121.8677
753,Tower Fall,0.26708,0,Tower Falls Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,1448.406,76.8096,1,out and back,3.5,130,"['dogs-no', 'forest', 'kids', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Tower-Falls-Trail,Wyoming,https://www.alltrails.com/trail/us/Wyoming/Tower-Falls-Trail,44.89205,-110.3867
754,Trail Ridge Road,0.80776,1,Trail Ridge Road,Rocky Mountain National Park,Estes Park,Colorado,United States,62764.26,1185.9768,3,point to point,4.5,83,"['dogs-no', 'forest', 'historic-site', 'lake', 'paved', 'river', 'views', 'wild-flowers', 'wildlife']","['nature-trips', 'road-biking', 'scenic-driving']",1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Trail-Ridge-Road,Colorado,https://www.alltrails.com/trail/us/Colorado/Trail-Ridge-Road,40.38707,-105.6108
755,Trail of the Cedars,0.84119,1,Trail of the Cedars,Glacier National Park,West Glacier,Montana,United States,1287.472,10.9728,1,loop,4.5,289,"['ada', 'dogs-no', 'forest', 'kids', 'paved', 'river', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Trail-of-the-Cedars,Montana,https://www.alltrails.com/trail/us/Montana/Trail-of-the-Cedars,48.68007,-113.8192
